CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
50GP ;Donostia/San Sebastián (distrito 03) ;46GP ;Irun (distrito 03) ;58 ;
50GP ;Donostia/San Sebastián (distrito 03) ;47GP ;Irun (distrito 04) ;47 ;
50GP ;Donostia/San Sebastián (distrito 03) ;48GP ;Donostia/San Sebastián (distrito 01) ;47 ;
50GP ;Donostia/San Sebastián (distrito 03) ;49GP ;Donostia/San Sebastián (distrito 02) ;385 ;
50GP ;Donostia/San Sebastián (distrito 03) ;51GP ;Donostia/San Sebastián (distrito 04) ;733 ;
50GP ;Donostia/San Sebastián (distrito 03) ;52GP ;Donostia/San Sebastián (distrito 05) ;169 ;
50GP ;Donostia/San Sebastián (distrito 03) ;53GP ;Donostia/San Sebastián (distrito 06) ;1762 ;
50GP ;Donostia/San Sebastián (distrito 03) ;54GP ;Donostia/San Sebastián (distrito 07) ;403 ;
50GR ;Huétor Vega ;38GR ;Armilla ;40 ;
50GR ;Huétor Vega ;41GR ;Cájar ;89 ;
50GR ;Huétor Vega ;45GR ;Churriana de la Vega ;43 ;
50GR ;Huétor Vega ;46GR ;Gójar ;52 ;
50GR ;Huétor Vega ;53GR ;Monachil ;324 ;
50GR ;Huétor Vega ;54GR ;Ogíjares ;95 ;
50GR ;Huétor Vega ;62GR ;Zubia, La ;78 ;
50GR ;Huétor Vega ;66GR ;Granada (distrito 02) ;220 ;
50GR ;Huétor Vega ;67GR ;Granada (distrito 03) ;59 ;
50GR ;Huétor Vega ;68GR ;Granada (distrito 06) ;115 ;
50GR ;Huétor Vega ;69GR ;Granada (distrito 07) ;34 ;
50GR ;Huétor Vega ;70GR ;Granada (distrito 09) ;112 ;
50JA ;Jaén (distrito 03) ;31JA ;Jaén (distritos 07 y 08) ;141 ;
50JA ;Jaén (distrito 03) ;39JA ;Guardia de Jaén, La ;78 ;
50JA ;Jaén (distrito 03) ;41JA ;Mancha Real ;31 ;
50JA ;Jaén (distrito 03) ;48JA ;Jaén (distrito 01) ;37 ;
50JA ;Jaén (distrito 03) ;49JA ;Jaén (distrito 02) ;475 ;
50JA ;Jaén (distrito 03) ;51JA ;Jaén (distrito 04) ;1350 ;
50JA ;Jaén (distrito 03) ;52JA ;Jaén (distrito 05) ;261 ;
50JA ;Jaén (distrito 03) ;53JA ;Jaén (distrito 06) ;70 ;
50JA ;Jaén (distrito 03) ;54JA ;Jaén (distrito 09) ;139 ;
50LE ;Ponferrada (distrito 01) ;01LE ;Ponferrada (distritos 04 y 06) y otros municipios ;443 ;
50LE ;Ponferrada (distrito 01) ;02LE ;Carracedelo y Toral de los Vados ;53 ;
50LE ;Ponferrada (distrito 01) ;03LE ;Camponaraya y otros municipios ;143 ;
50LE ;Ponferrada (distrito 01) ;27LE ;Toreno y otros municipios ;29 ;
50LE ;Ponferrada (distrito 01) ;30LE ;Vega de Espinareda y otros municipios ;36 ;
50LE ;Ponferrada (distrito 01) ;34LE ;Bembibre ;36 ;
50LE ;Ponferrada (distrito 01) ;51LE ;Ponferrada (distrito 02) ;608 ;
50LE ;Ponferrada (distrito 01) ;52LE ;Ponferrada (distrito 03) ;216 ;
50LE ;Ponferrada (distrito 01) ;53LE ;Ponferrada (distrito 05) ;361 ;
50LL ;Lleida (distrito 05) ;01LL ;Lleida (distritos 08 y 09) ;375 ;
50LL ;Lleida (distrito 05) ;15LL ;Torrefarrera ;27 ;
50LL ;Lleida (distrito 05) ;32LL ;Lleida (distrito 07) y otros municipios ;50 ;
50LL ;Lleida (distrito 05) ;46LL ;Lleida (distrito 01) ;77 ;
50LL ;Lleida (distrito 05) ;47LL ;Lleida (distrito 02) ;108 ;
50LL ;Lleida (distrito 05) ;48LL ;Lleida (distrito 03) ;24 ;
50LL ;Lleida (distrito 05) ;49LL ;Lleida (distrito 04) ;205 ;
50LL ;Lleida (distrito 05) ;51LL ;Lleida (distrito 06) ;246 ;
50MA ;Marbella (distrito 02) ;03MA ;Ojén e Istán ;26 ;
50MA ;Marbella (distrito 02) ;30MA ;Benahavís ;621 ;
50MA ;Marbella (distrito 02) ;43MA ;Estepona (distrito 01) ;88 ;
50MA ;Marbella (distrito 02) ;45MA ;Estepona (distrito 03) ;412 ;
50MA ;Marbella (distrito 02) ;49MA ;Marbella (distrito 01) ;241 ;
50MA ;Marbella (distrito 02) ;51MA ;Marbella (distrito 03) ;1486 ;
50MA ;Marbella (distrito 02) ;52MA ;Marbella (distrito 04) ;281 ;
50MU ;Lorca (distrito 02) ;05MU ;Águilas ;124 ;
50MU ;Lorca (distrito 02) ;09MU ;Alhama de Murcia ;94 ;
50MU ;Lorca (distrito 02) ;11AL ;Vélez-Blanco y otros municipios ;33 ;
50MU ;Lorca (distrito 02) ;22AL ;Cuevas del Almanzora ;32 ;
50MU ;Lorca (distrito 02) ;24MU ;Mazarrón ;60 ;
50MU ;Lorca (distrito 02) ;25AL ;Huércal-Overa ;51 ;
50MU ;Lorca (distrito 02) ;29AL ;Pulpí ;150 ;
50MU ;Lorca (distrito 02) ;29MU ;Puerto Lumbreras ;667 ;
50MU ;Lorca (distrito 02) ;30AL ;Vélez-Rubio ;20 ;
50MU ;Lorca (distrito 02) ;34MU ;Totana y Aledo ;145 ;
50MU ;Lorca (distrito 02) ;49MU ;Lorca (distrito 01) ;957 ;
50PO ;Pontevedra (distrito 04) ;03PO ;Cerdedo-Cotobade y Campo Lameiro ;132 ;
50PO ;Pontevedra (distrito 04) ;06PO ;Barro y Pontevedra (distrito 06) ;126 ;
50PO ;Pontevedra (distrito 04) ;11PO ;Soutomaior y Pontevedra (distrito 07) ;18 ;
50PO ;Pontevedra (distrito 04) ;23PO ;Marín ;115 ;
50PO ;Pontevedra (distrito 04) ;30PO ;Poio ;181 ;
50PO ;Pontevedra (distrito 04) ;32PO ;Ponte Caldelas ;66 ;
50PO ;Pontevedra (distrito 04) ;42PO ;Vilaboa ;37 ;
50PO ;Pontevedra (distrito 04) ;44PO ;Vilagarcía de Arousa ;18 ;
50PO ;Pontevedra (distrito 04) ;47PO ;Pontevedra (distrito 01) ;359 ;
50PO ;Pontevedra (distrito 04) ;48PO ;Pontevedra (distrito 02) ;898 ;
50PO ;Pontevedra (distrito 04) ;49PO ;Pontevedra (distrito 03) ;123 ;
50PO ;Pontevedra (distrito 04) ;51PO ;Pontevedra (distrito 05) ;163 ;
50TA ;Selva del Camp, La ;03TA ;Pobla de Mafumet, La y otros municipios ;108 ;
50TA ;Selva del Camp, La ;31TA ;Vilallonga del Camp y otros municipios ;40 ;
50TA ;Selva del Camp, La ;32TA ;Reus (distritos 09 y 10) ;32 ;
50TA ;Selva del Camp, La ;42TA ;Constantí ;25 ;
50TA ;Selva del Camp, La ;54TA ;Valls ;35 ;
50TA ;Selva del Camp, La ;67TA ;Reus (distrito 08) ;25 ;
50TA ;Selva del Camp, La ;70TA ;Tarragona (distrito 06) ;40 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;01TF ;Santa Cruz de Tenerife (distritos 07 y 08) ;96 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;41TF ;San Cristóbal de La Laguna (distrito 01) ;23 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;42TF ;San Cristóbal de La Laguna (distrito 02) ;190 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;47TF ;Santa Cruz de Tenerife (distrito 01) ;40 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;48TF ;Santa Cruz de Tenerife (distrito 02) ;50 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;49TF ;Santa Cruz de Tenerife (distrito 03) ;120 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;51TF ;Santa Cruz de Tenerife (distrito 05) ;191 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;52TF ;Santa Cruz de Tenerife (distrito 06) ;461 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;53TF ;Santa Cruz de Tenerife (distrito 09) ;92 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;54TF ;Santa Cruz de Tenerife (distrito 10) ;87 ;
50TF ;Santa Cruz de Tenerife (distrito 04) ;55TF ;Santa Cruz de Tenerife (distrito 11) ;25 ;
50TO ;Argés ;14TO ;Polán y otros municipios ;45 ;
50TO ;Argés ;18TO ;Pulgar y otros municipios ;112 ;
50TO ;Argés ;74TO ;Toledo (distrito 05) ;186 ;
50TO ;Argés ;76TO ;Toledo (distrito 07) ;89 ;
50ZA ;Zaragoza (SCD Number 2-D) ;25ZA ;Zaragoza (SCD Number 12) y otros municipios ;36 ;
50ZA ;Zaragoza (SCD Number 2-D) ;45ZA ;Zaragoza (SCD Number 1-A) ;18 ;
50ZA ;Zaragoza (SCD Number 2-D) ;46ZA ;Zaragoza (SCD Number 1-B) ;18 ;
50ZA ;Zaragoza (SCD Number 2-D) ;48ZA ;Zaragoza (SCD Number 2-B) ;129 ;
50ZA ;Zaragoza (SCD Number 2-D) ;49ZA ;Zaragoza (SCD Number 2-C) ;47 ;
50ZA ;Zaragoza (SCD Number 2-D) ;56ZA ;Zaragoza (SCD Number 4-A) ;20 ;
50ZA ;Zaragoza (SCD Number 2-D) ;57ZA ;Zaragoza (SCD Number 4-B) ;71 ;
50ZA ;Zaragoza (SCD Number 2-D) ;60ZA ;Zaragoza (SCD Number 5-A) ;67 ;
50ZA ;Zaragoza (SCD Number 2-D) ;61ZA ;Zaragoza (SCD Number 5-B) ;125 ;
50ZA ;Zaragoza (SCD Number 2-D) ;62ZA ;Zaragoza (SCD Number 5-C) ;40 ;
50ZA ;Zaragoza (SCD Number 2-D) ;63ZA ;Zaragoza (SCD Number 5-D) ;149 ;
50ZA ;Zaragoza (SCD Number 2-D) ;65ZA ;Zaragoza (SCD Number 6-B) ;21 ;
50ZA ;Zaragoza (SCD Number 2-D) ;69ZA ;Zaragoza (SCD Number 9) ;24 ;
50ZA ;Zaragoza (SCD Number 2-D) ;75ZA ;Zaragoza (SCD Number 11) ;105 ;
51AS ;Oviedo (distrito 11) ;41AS ;Oviedo (distrito 01) ;120 ;
51AS ;Oviedo (distrito 11) ;43AS ;Oviedo (distrito 03) ;18 ;
51AS ;Oviedo (distrito 11) ;45AS ;Oviedo (distrito 05) ;38 ;
51AS ;Oviedo (distrito 11) ;46AS ;Oviedo (distrito 06) ;21 ;
51AS ;Oviedo (distrito 11) ;47AS ;Oviedo (distrito 07) ;90 ;
51AS ;Oviedo (distrito 11) ;48AS ;Oviedo (distrito 08) ;148 ;
51AS ;Oviedo (distrito 11) ;49AS ;Oviedo (distrito 09) ;88 ;
51AS ;Oviedo (distrito 11) ;50AS ;Oviedo (distrito 10) ;59 ;
51AS ;Oviedo (distrito 11) ;52AS ;Oviedo (distrito 12) ;155 ;
51AS ;Oviedo (distrito 11) ;53AS ;Oviedo (distritos 13 y 14) ;30 ;
51AS ;Oviedo (distrito 11) ;56AS ;Oviedo (distrito 16) ;31 ;
51AS ;Oviedo (distrito 11) ;57AS ;Siero ;63 ;
51BA ;Santos de Maimona, Los ;19BA ;Puebla de Sancho Pérez y otros municipios ;35 ;
51BA ;Santos de Maimona, Los ;54BA ;Zafra ;160 ;
51BI ;Erandio ;09BI ;Sondika y Loiu ;229 ;
51BI ;Erandio ;10BI ;Urduliz y otros municipios ;34 ;
51BI ;Erandio ;13BI ;Zamudio y otros municipios ;116 ;
51BI ;Erandio ;24BI ;Amorebieta-Etxano ;22 ;
51BI ;Erandio ;26BI ;Basauri ;61 ;
51BI ;Erandio ;33BI ;Galdakao ;67 ;
51BI ;Erandio ;37BI ;Leioa ;605 ;
51BI ;Erandio ;39BI ;Mungia ;44 ;
51BI ;Erandio ;42BI ;Portugalete ;61 ;
51BI ;Erandio ;43BI ;Valle de Trápaga-Trapagaran ;55 ;
51BI ;Erandio ;44BI ;Santurtzi ;59 ;
51BI ;Erandio ;46BI ;Sestao ;288 ;
51BI ;Erandio ;47BI ;Sopela ;22 ;
51BI ;Erandio ;50BI ;Derio ;49 ;
51BI ;Erandio ;52BI ;Barakaldo (distrito 01) ;20 ;
51BI ;Erandio ;53BI ;Barakaldo (distrito 02) ;328 ;
51BI ;Erandio ;55BI ;Barakaldo (distrito 04) ;23 ;
51BI ;Erandio ;56BI ;Barakaldo (distrito 05) ;37 ;
51BI ;Erandio ;57BI ;Barakaldo (distrito 06) ;29 ;
51BI ;Erandio ;58BI ;Barakaldo (distrito 07) ;54 ;
51BI ;Erandio ;59BI ;Barakaldo (distrito 08) ;101 ;
51BI ;Erandio ;60BI ;Barakaldo (distrito 09) ;85 ;
51BI ;Erandio ;61BI ;Bilbao (SCD Deustu 1) ;111 ;
51BI ;Erandio ;62BI ;Bilbao (SCD Deustu 2) ;58 ;
51BI ;Erandio ;63BI ;Bilbao (SCD Uribarri 1) ;28 ;
51BI ;Erandio ;64BI ;Bilbao (SCD Uribarri 2) ;20 ;
51BI ;Erandio ;65BI ;Bilbao (SCD Otxarkoaga-Txurdinaga) ;25 ;
51BI ;Erandio ;68BI ;Bilbao (SCD Ibaiondo 2) ;21 ;
51BI ;Erandio ;69BI ;Bilbao (SCD Abando 1) ;95 ;
51BI ;Erandio ;70BI ;Bilbao (SCD Abando 2) ;68 ;
51BI ;Erandio ;72BI ;Bilbao (SCD Errekalde 2) ;19 ;
51BI ;Erandio ;73BI ;Bilbao (SCD Basartu-Zorrotza) ;132 ;
51BI ;Erandio ;74BI ;Getxo (distrito 01) ;50 ;
51BI ;Erandio ;75BI ;Getxo (distrito 02) ;89 ;
51BI ;Erandio ;76BI ;Getxo (distrito 03) ;77 ;
51CA ;Torrelavega (distrito 01) ;01CA ;Torrelavega (distritos 02 y 05) ;302 ;
51CA ;Torrelavega (distrito 01) ;22CA ;Astillero, El ;26 ;
51CA ;Torrelavega (distrito 01) ;24CA ;Camargo ;29 ;
51CA ;Torrelavega (distrito 01) ;25CA ;Cartes ;82 ;
51CA ;Torrelavega (distrito 01) ;27CA ;Corrales de Buelna, Los ;47 ;
51CA ;Torrelavega (distrito 01) ;33CA ;Piélagos ;36 ;
51CA ;Torrelavega (distrito 01) ;34CA ;Polanco ;33 ;
51CA ;Torrelavega (distrito 01) ;36CA ;Reocín ;93 ;
51CA ;Torrelavega (distrito 01) ;37CA ;Santa Cruz de Bezana ;22 ;
51CA ;Torrelavega (distrito 01) ;39CA ;Santillana del Mar ;38 ;
51CA ;Torrelavega (distrito 01) ;48CA ;Santander (distrito 06) ;34 ;
51CA ;Torrelavega (distrito 01) ;50CA ;Santander (distrito 08) ;84 ;
51CA ;Torrelavega (distrito 01) ;52CA ;Torrelavega (distrito 03) ;553 ;
51CA ;Torrelavega (distrito 01) ;53CA ;Torrelavega (distrito 04) ;433 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;02CO ;Córdoba (varias secciones) y Victoria, La ;217 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;28CO ;Córdoba (SCD Casco Histórico) ;120 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;29CO ;Córdoba (SCD Tejares - Molinos Altas - San Cayetano) ;102 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;30CO ;Córdoba (SCD Levante - Zumbacón) ;66 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;32CO ;Córdoba (SCD Fátima) ;26 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;37CO ;Córdoba (SCD Sector Sur) ;35 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;39CO ;Córdoba (SCD Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor y sección 037 del distrito 10) ;34 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;48CO ;Córdoba (SCD Moreras -  Huerta de la Reina) ;52 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;50CO ;Córdoba (SCD Santa Rosa - Camping) ;344 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;52CO ;Córdoba (SCD Brillante - Barrio del Naranjo) ;235 ;
51CO ;Córdoba (SCD Valdeolleros - Chinales) ;53CO ;Córdoba (SCD El Higuerón - Majaneque-Alameda del Obispo) ;29 ;
51CZ ;Benalup-Casas Viejas ;48CZ ;Alcalá de los Gazules ;91 ;
51CZ ;Benalup-Casas Viejas ;50CZ ;Medina-Sidonia ;131 ;
51CZ ;Benalup-Casas Viejas ;58CZ ;Vejer de la Frontera ;189 ;
51CZ ;Benalup-Casas Viejas ;60CZ ;Tarifa ;38 ;
51CÑ ;Ferrol (distrito 08) ;16CÑ ;Fene y Cabanas ;144 ;
51CÑ ;Ferrol (distrito 08) ;21CÑ ;Ferrol (distritos 03 a 05) ;89 ;
51CÑ ;Ferrol (distrito 08) ;24CÑ ;Ares ;16 ;
51CÑ ;Ferrol (distrito 08) ;35CÑ ;Coruña, A (distrito 01) ;23 ;
51CÑ ;Ferrol (distrito 08) ;36CÑ ;Coruña, A (distrito 02) ;137 ;
51CÑ ;Ferrol (distrito 08) ;37CÑ ;Coruña, A (distrito 03) ;16 ;
51CÑ ;Ferrol (distrito 08) ;39CÑ ;Coruña, A (distrito 05) ;119 ;
51CÑ ;Ferrol (distrito 08) ;41CÑ ;Coruña, A (distrito 07) ;21 ;
51CÑ ;Ferrol (distrito 08) ;44CÑ ;Coruña, A (distrito 10) ;19 ;
51CÑ ;Ferrol (distrito 08) ;46CÑ ;Ferrol (distrito 01) ;19 ;
51CÑ ;Ferrol (distrito 08) ;47CÑ ;Ferrol (distrito 02) ;117 ;
51CÑ ;Ferrol (distrito 08) ;49CÑ ;Ferrol (distrito 06) ;74 ;
51CÑ ;Ferrol (distrito 08) ;50CÑ ;Ferrol (distrito 07) ;104 ;
51CÑ ;Ferrol (distrito 08) ;57CÑ ;Mugardos ;60 ;
51CÑ ;Ferrol (distrito 08) ;59CÑ ;Narón ;180 ;
51CÑ ;Ferrol (distrito 08) ;62CÑ ;Oleiros ;90 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;05GC ;Agüimes ;25 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;06GC ;Arucas ;48 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;34GC ;Telde (distritos 01 y 05) ;26 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;36GC ;Telde (distrito 03) ;19 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;39GC ;Telde (distrito 06) ;63 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;40GC ;Palmas de Gran Canaria, Las (SCD Number 1-A) ;60 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;42GC ;Palmas de Gran Canaria, Las (SCD Number 1-C) ;61 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;43GC ;Palmas de Gran Canaria, Las (SCD Number 1-D) ;71 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;44GC ;Palmas de Gran Canaria, Las (SCD Number 2-A) ;29 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;46GC ;Palmas de Gran Canaria, Las (SCD Number 2-C) ;22 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;47GC ;Palmas de Gran Canaria, Las (SCD Number 2-D) ;103 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;48GC ;Palmas de Gran Canaria, Las (SCD Number 2-E) ;120 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;294 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;71 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;52GC ;Palmas de Gran Canaria, Las (SCD Number 4-A) ;28 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;53GC ;Palmas de Gran Canaria, Las (SCD Number 4-B) ;22 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;54GC ;Palmas de Gran Canaria, Las (SCD No 4-C y sección 084 del distrito 04) ;101 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;56GC ;Palmas de Gran Canaria, Las (SCD Number 4-E) ;72 ;
51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;57GC ;Palmas de Gran Canaria, Las (SCD Number 5-A) ;62 ;
51GI ;Maçanet de la Selva ;026B ;Tordera y Fogars de la Selva ;112 ;
51GI ;Maçanet de la Selva ;03GI ;Vilobí d'Onyar y Riudellots de la Selva ;17 ;
51GI ;Maçanet de la Selva ;14GI ;Hostalric y otros municipios ;82 ;
51GI ;Maçanet de la Selva ;50GI ;Lloret de Mar ;20 ;
51GI ;Maçanet de la Selva ;62GI ;Sils ;88 ;
51GI ;Maçanet de la Selva ;65GI ;Vidreres ;143 ;
51GP ;Donostia/San Sebastián (distrito 04) ;24GP ;Hernani ;41 ;
51GP ;Donostia/San Sebastián (distrito 04) ;31GP ;Oiartzun ;56 ;
51GP ;Donostia/San Sebastián (distrito 04) ;32GP ;Pasaia ;25 ;
51GP ;Donostia/San Sebastián (distrito 04) ;33GP ;Errenteria ;39 ;
51GP ;Donostia/San Sebastián (distrito 04) ;42GP ;Lasarte-Oria ;21 ;
51GP ;Donostia/San Sebastián (distrito 04) ;43GP ;Astigarraga ;30 ;
51GP ;Donostia/San Sebastián (distrito 04) ;48GP ;Donostia/San Sebastián (distrito 01) ;59 ;
51GP ;Donostia/San Sebastián (distrito 04) ;49GP ;Donostia/San Sebastián (distrito 02) ;339 ;
51GP ;Donostia/San Sebastián (distrito 04) ;50GP ;Donostia/San Sebastián (distrito 03) ;711 ;
51GP ;Donostia/San Sebastián (distrito 04) ;52GP ;Donostia/San Sebastián (distrito 05) ;426 ;
51GP ;Donostia/San Sebastián (distrito 04) ;53GP ;Donostia/San Sebastián (distrito 06) ;503 ;
51GP ;Donostia/San Sebastián (distrito 04) ;54GP ;Donostia/San Sebastián (distrito 07) ;274 ;
51GR ;Iznalloz ;28GR ;Guadahortuna y otros municipios ;34 ;
51JA ;Jaén (distrito 04) ;03JA ;Torredelcampo y Fuerte del Rey ;54 ;
51JA ;Jaén (distrito 04) ;08JA ;Mengíbar y Jabalquinto ;58 ;
51JA ;Jaén (distrito 04) ;30JA ;Martos y Jamilena ;68 ;
51JA ;Jaén (distrito 04) ;31JA ;Jaén (distritos 07 y 08) ;141 ;
51JA ;Jaén (distrito 04) ;39JA ;Guardia de Jaén, La ;25 ;
51JA ;Jaén (distrito 04) ;41JA ;Mancha Real ;45 ;
51JA ;Jaén (distrito 04) ;48JA ;Jaén (distrito 01) ;41 ;
51JA ;Jaén (distrito 04) ;49JA ;Jaén (distrito 02) ;240 ;
51JA ;Jaén (distrito 04) ;50JA ;Jaén (distrito 03) ;733 ;
51JA ;Jaén (distrito 04) ;52JA ;Jaén (distrito 05) ;927 ;
51JA ;Jaén (distrito 04) ;53JA ;Jaén (distrito 06) ;94 ;
51JA ;Jaén (distrito 04) ;54JA ;Jaén (distrito 09) ;42 ;
51LE ;Ponferrada (distrito 02) ;01LE ;Ponferrada (distritos 04 y 06) y otros municipios ;273 ;
51LE ;Ponferrada (distrito 02) ;02LE ;Carracedelo y Toral de los Vados ;82 ;
51LE ;Ponferrada (distrito 02) ;03LE ;Camponaraya y otros municipios ;236 ;
51LE ;Ponferrada (distrito 02) ;26LE ;Torre del Bierzo y otros municipios ;50 ;
51LE ;Ponferrada (distrito 02) ;27LE ;Toreno y otros municipios ;23 ;
51LE ;Ponferrada (distrito 02) ;30LE ;Vega de Espinareda y otros municipios ;82 ;
51LE ;Ponferrada (distrito 02) ;31LE ;Fabero y Páramo del Sil ;28 ;
51LE ;Ponferrada (distrito 02) ;34LE ;Bembibre ;35 ;
51LE ;Ponferrada (distrito 02) ;35LE ;Cacabelos ;31 ;
51LE ;Ponferrada (distrito 02) ;50LE ;Ponferrada (distrito 01) ;533 ;
51LE ;Ponferrada (distrito 02) ;52LE ;Ponferrada (distrito 03) ;438 ;
51LE ;Ponferrada (distrito 02) ;53LE ;Ponferrada (distrito 05) ;669 ;
51LL ;Lleida (distrito 06) ;01LL ;Lleida (distritos 08 y 09) ;1051 ;
51LL ;Lleida (distrito 06) ;13LL ;Alcarràs y otros municipios ;46 ;
51LL ;Lleida (distrito 06) ;14LL ;Rosselló y otros municipios ;39 ;
51LL ;Lleida (distrito 06) ;15LL ;Torrefarrera ;43 ;
51LL ;Lleida (distrito 06) ;16LL ;Alcoletge y otros municipios ;43 ;
51LL ;Lleida (distrito 06) ;21LL ;Castelldans y otros municipios ;43 ;
51LL ;Lleida (distrito 06) ;22LL ;Juneda y otros municipios ;33 ;
51LL ;Lleida (distrito 06) ;32LL ;Lleida (distrito 07) y otros municipios ;295 ;
51LL ;Lleida (distrito 06) ;41LL ;Mollerussa ;28 ;
51LL ;Lleida (distrito 06) ;46LL ;Lleida (distrito 01) ;663 ;
51LL ;Lleida (distrito 06) ;47LL ;Lleida (distrito 02) ;301 ;
51LL ;Lleida (distrito 06) ;48LL ;Lleida (distrito 03) ;63 ;
51LL ;Lleida (distrito 06) ;49LL ;Lleida (distrito 04) ;162 ;
51LL ;Lleida (distrito 06) ;50LL ;Lleida (distrito 05) ;248 ;
51MA ;Marbella (distrito 03) ;03MA ;Ojén e Istán ;51 ;
51MA ;Marbella (distrito 03) ;30MA ;Benahavís ;162 ;
51MA ;Marbella (distrito 03) ;43MA ;Estepona (distrito 01) ;30 ;
51MA ;Marbella (distrito 03) ;45MA ;Estepona (distrito 03) ;116 ;
51MA ;Marbella (distrito 03) ;49MA ;Marbella (distrito 01) ;414 ;
51MA ;Marbella (distrito 03) ;50MA ;Marbella (distrito 02) ;617 ;
51MA ;Marbella (distrito 03) ;52MA ;Marbella (distrito 04) ;161 ;
51MU ;Murcia (SCD Number 1-A) ;06MU ;Alcantarilla ;82 ;
51MU ;Murcia (SCD Number 1-A) ;09MU ;Alhama de Murcia ;41 ;
51MU ;Murcia (SCD Number 1-A) ;25MU ;Molina de Segura (sección 007 y otras secciones del distrito 01) ;22 ;
51MU ;Murcia (SCD Number 1-A) ;32MU ;Torre-Pacheco ;22 ;
51MU ;Murcia (SCD Number 1-A) ;33MU ;Torres de Cotillas, Las ;33 ;
51MU ;Murcia (SCD Number 1-A) ;43MU ;Cartagena (distrito 05) ;21 ;
51MU ;Murcia (SCD Number 1-A) ;52MU ;Murcia (SCD Number 1-B) ;476 ;
51MU ;Murcia (SCD Number 1-A) ;53MU ;Murcia (SCD Number 2-A) ;287 ;
51MU ;Murcia (SCD Number 1-A) ;54Mu ;Murcia (SCD Number 2-B) ;189 ;
51MU ;Murcia (SCD Number 1-A) ;55MU ;Murcia (SCD Number 3-A) ;27 ;
51MU ;Murcia (SCD Number 1-A) ;56MU ;Murcia (SCD Number 3-B) ;61 ;
51MU ;Murcia (SCD Number 1-A) ;57MU ;Murcia (SCD Number 4-A) ;267 ;
51MU ;Murcia (SCD Number 1-A) ;58MU ;Murcia (SCD Number 4-B) ;183 ;
51MU ;Murcia (SCD Number 1-A) ;59MU ;Murcia (SCD Number 4-C) ;539 ;
51MU ;Murcia (SCD Number 1-A) ;60MU ;Murcia (SCD Number 5-A) ;71 ;
51MU ;Murcia (SCD Number 1-A) ;61MU ;Murcia (SCD Number 5-B) ;221 ;
51MU ;Murcia (SCD Number 1-A) ;62MU ;Murcia (SCD Number 6-A) ;40 ;
51MU ;Murcia (SCD Number 1-A) ;63MU ;Murcia (SCD Number 6-B) ;50 ;
